序号,名称,成交日期,区县,区域,小区,建筑年代及风格,总价,单价,面积,户型,楼型,朝向,URL
139,三义庙北1室1厅39.5平米,2016.12.31链家成交,海淀,苏州桥,三义庙北,1986年建板楼,367,92911,39.5,1室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100864047.html
140,东营前街1室1厅42.87平米,2016.12.31链家成交,通州,新华大街,东营前街,1993年建板楼,205,47819,42.87,1室1厅,平层,南,http://bj.lianjia.com/chengjiao/101101006599.html
141,四平园1室1厅48.04平米,2016.12.31链家成交,西城,陶然亭,四平园,1996年建板楼,450,93672,48.04,1室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100925069.html
142,马甸南村2室1厅69.3平米,2016.12.31链家成交,西城,马甸,马甸南村,1988年建塔楼,893,128860,69.3,2室1厅,平层,东南,http://bj.lianjia.com/chengjiao/101100991731.html
143,柏林寺西2室1厅60平米,2016.12.31链家成交,东城,和平里,柏林寺西,1994年建板楼,622,103667,60,2室1厅,平层,南,http://bj.lianjia.com/chengjiao/101101021306.html
144,翠微南里2室1厅57.28平米,2016.12.31链家成交,海淀,公主坟,翠微南里,1990年建板楼,526.8,91969,57.28,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100929274.html
145,福泽御园3室1厅111.15平米,2016.12.31链家成交,燕郊,燕郊城区,福泽御园,2007年建板塔结合,275,24741,111.15,3室1厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101092657404.html
146,东贸国际2室1厅84.58平米,2016.12.31链家成交,燕郊,燕郊城区,东贸国际,2009年建塔楼,258,30504,84.58,2室1厅,暂无数据,西南,http://bj.lianjia.com/chengjiao/101100816271.html
147,名佳花园一区4室2厅124.7平米,2016.12.31链家成交,昌平,北七家,名佳花园一区,2000年建板楼,367,29431,124.7,4室2厅,跃层,南北,http://bj.lianjia.com/chengjiao/101100927435.html
148,弘善家园2室1厅71.02平米,2016.12.31链家成交,朝阳,潘家园,弘善家园,2009年建塔楼,380,53506,71.02,2室1厅,平层,东北,http://bj.lianjia.com/chengjiao/101100967527.html
149,蓝天园2室1厅80.3平米,2016.12.31链家成交,昌平,霍营,蓝天园,1998年建板楼,397,49440,80.3,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101101009252.html
150,民园小区2室1厅75平米,2016.12.31链家成交,昌平,沙河,民园小区,1998年建板楼,288,38400,75,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101101018200.html
151,远中悦麒1室0厅59.95平米,2016.12.31链家成交,丰台,木樨园,远中悦麒,2006年建塔楼,332,55379,59.95,1室0厅,暂无数据,西,http://bj.lianjia.com/chengjiao/101100776839.html
152,龙锦苑六区2室1厅84.5平米,2016.12.31链家成交,昌平,回龙观,龙锦苑六区,2003年建板楼,450,53254,84.5,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101101022909.html
153,中国铁建广场1室0厅36.53平米,2016.12.31链家成交,朝阳,北苑,中国铁建广场,2013年建塔楼,170,46537,36.53,1室0厅,平层,北,http://bj.lianjia.com/chengjiao/101100988006.html
154,西坝河西里2室1厅57.16平米,2016.12.31链家成交,朝阳,西坝河,西坝河西里,1994年建板楼,405,70854,57.16,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100978320.html
155,科技大学1室1厅53.89平米,2016.12.31链家成交,海淀,二里庄,科技大学,1988年建板楼,495,91854,53.89,1室1厅,平层,南,http://bj.lianjia.com/chengjiao/101101007384.html
156,横一条3室1厅56.2平米,2016.12.31链家成交,丰台,宋家庄,横一条,1988年建板楼,325,57829,56.2,3室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100974009.html
157,春秀路2室1厅56平米,2016.12.31链家成交,东城,工体,春秀路,1998年建板楼,560,100000,56,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101101022011.html
158,绿岛家园2室1厅96.06平米,2016.12.31链家成交,门头沟,城子,绿岛家园,2006年建板楼,366,38101,96.06,2室1厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101100906651.html
159,建研院2室1厅67.06平米,2016.12.31链家成交,朝阳,和平里,建研院,1995年建板楼,609,90814,67.06,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100767079.html
160,樱花园2室1厅53.29平米,2016.12.31链家成交,朝阳,惠新西街,樱花园,1986年建板楼,435,81629,53.29,2室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100953906.html
161,三里河东路2室1厅81.5平米,2016.12.31链家成交,西城,月坛,三里河东路,1995年建塔楼,810,99387,81.5,2室1厅,暂无数据,西,http://bj.lianjia.com/chengjiao/101101024021.html
162,西黄新村北里1室2厅72.48平米,2016.12.31链家成交,石景山,苹果园,西黄新村北里,2000年建塔楼,330,45530,72.48,1室2厅,暂无数据,西,http://bj.lianjia.com/chengjiao/101100749908.html
163,安外大街80号院3室1厅63.73平米,2016.12.31链家成交,东城,和平里,安外大街80号院,1990年建板楼,525,82379,63.73,3室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100399916.html
164,丝绸厂宿舍3室1厅69.5平米,2016.12.31链家成交,海淀,安宁庄,丝绸厂宿舍,1984年建板楼,428.5,61655,69.5,3室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100863112.html
165,天鑫家园2室2厅105.43平米,2016.12.31链家成交,昌平,霍营,天鑫家园,2002年建板楼,473,44864,105.43,2室2厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101100585601.html
166,花雨汀2室1厅93.15平米,2016.12.31链家成交,昌平,南邵,花雨汀,2014年建板楼,288,30918,93.15,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100612222.html
167,北分厂2室1厅51平米,2016.12.31链家成交,海淀,海淀北部新区,北分厂,1987年建板楼,282,55294,51,2室1厅,平层,东北,http://bj.lianjia.com/chengjiao/101100766173.html
168,华严北里2号院2室1厅69.12平米,2016.12.31链家成交,朝阳,健翔桥,华严北里2号院,1989年建塔楼,563,81453,69.12,2室1厅,平层,南西,http://bj.lianjia.com/chengjiao/101101004526.html
169,广安门内大街2室1厅48.89平米,2016.12.31链家成交,西城,牛街,广安门内大街,1979年建板楼,480,98180,48.89,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100863605.html
170,康静里2室1厅58平米,2016.12.31链家成交,朝阳,东坝,康静里,1994年建板楼,325,56034,58,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100827480.html
171,教场口9号院2室1厅68.58平米,2016.12.31链家成交,西城,六铺炕,教场口9号院,2005年建塔楼,778,113444,68.58,2室1厅,暂无数据,南,http://bj.lianjia.com/chengjiao/101091893632.html
172,滨河小区1室1厅60平米,2016.12.31链家成交,顺义,顺义城,滨河小区,1994年建板楼,238,39667,60,1室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101101004433.html
173,K2玉蘭湾3室1厅138.91平米,2016.12.31链家成交,通州,九棵树(家乐福),K2玉蘭湾,2015年建板楼,815,58671,138.91,3室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100747177.html
174,安德路乙61号院2室1厅52.64平米,2016.12.31链家成交,东城,六铺炕,安德路乙61号院,1989年建塔楼,510,96884,52.64,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100766134.html
175,北洼路28号院2室2厅109.74平米,2016.12.31链家成交,海淀,紫竹桥,北洼路28号院,1998年建塔楼,680,61965,109.74,2室2厅,平层,西北,http://bj.lianjia.com/chengjiao/101100673212.html
176,云趣园一区3室1厅103.14平米,2016.12.31链家成交,昌平,回龙观,云趣园一区,2000年建板楼,458,44406,103.14,3室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100475482.html
177,望都新地2室1厅70平米,2016.12.31链家成交,昌平,北七家,望都新地,2008年建板楼,308,44000,70,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100785378.html
178,教场口9号院3室1厅84.82平米,2016.12.31链家成交,西城,六铺炕,教场口9号院,2003年建塔楼,946.5,111589,84.82,3室1厅,平层,东南,http://bj.lianjia.com/chengjiao/101100834084.html
179,青云北区2室1厅59.15平米,2016.12.31链家成交,海淀,双榆树,青云北区,1990年建板楼,549,92815,59.15,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100722636.html
180,红木林2室1厅71平米,2016.12.31链家成交,大兴,枣园,红木林,2013年建板楼,488,68732,71,2室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100872946.html
181,怡馨园2室1厅103.63平米,2016.12.31链家成交,朝阳,双井,怡馨园,1998年建塔楼,630,60793,103.63,2室1厅,平层,东,http://bj.lianjia.com/chengjiao/101100999098.html
182,运河湾1室1厅57.5平米,2016.12.31链家成交,通州,武夷花园,运河湾,2009年建板塔结合,358,62261,57.5,1室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100639098.html
183,圆明园东里1室1厅40.8平米,2016.12.31链家成交,海淀,五道口,圆明园东里,1993年建板楼,340,83333,40.8,1室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100675402.html
184,乔庄东区1室0厅56.41平米,2016.12.31链家成交,通州,乔庄,乔庄东区,2006年建板塔结合,280,49637,56.41,1室0厅,平层,南西,http://bj.lianjia.com/chengjiao/101100979302.html
185,天宁寺西里1室1厅42.64平米,2016.12.31链家成交,西城,天宁寺,天宁寺西里,1986年建板楼,375,87946,42.64,1室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100898227.html
186,鹿港嘉苑2室2厅108.64平米,2016.12.31链家成交,朝阳,望京,鹿港嘉苑,2003年建板塔结合,810,74558,108.64,2室2厅,平层,西南北,http://bj.lianjia.com/chengjiao/101100903969.html
187,政馨园二区2室1厅82.26平米,2016.12.31链家成交,丰台,宋家庄,政馨园二区,2004年建板塔结合,422,51301,82.26,2室1厅,暂无数据,西北,http://bj.lianjia.com/chengjiao/101100969705.html
188,北一街8号3室2厅256平米,2016.12.31链家成交,昌平,沙河,北一街8号,2007年建,738,28828,256,3室2厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101100659758.html
189,美林湾2室2厅89.92平米,2016.12.31链家成交,燕郊,燕郊城区,美林湾,2009年建板塔结合,271,30138,89.92,2室2厅,暂无数据,西南,http://bj.lianjia.com/chengjiao/101100826322.html
190,延静西里3室1厅92.04平米,2016.12.31链家成交,朝阳,红庙,延静西里,1987年建板塔结合,543,58996,92.04,3室1厅,平层,南西北,http://bj.lianjia.com/chengjiao/101100790833.html
191,龙博苑二区2室1厅79.9平米,2016.12.31链家成交,昌平,龙泽,龙博苑二区,2004年建板楼,356,44556,79.9,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100510088.html
192,前门前酒店公寓1室0厅50.44平米,2016.12.31链家成交,东城,天坛,前门前酒店公寓,2010年建塔楼,215,42625,50.44,1室0厅,暂无数据,西南,http://bj.lianjia.com/chengjiao/101100880685.html
193,天通苑北二区2室1厅112.72平米,2016.12.31链家成交,昌平,天通苑,天通苑北二区,2005年建板楼,450,39922,112.72,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101101017582.html
194,新悦家园2室1厅64.26平米,2016.12.31链家成交,昌平,鼓楼大街,新悦家园,2012年建塔楼,245,38126,64.26,2室1厅,平层,西南,http://bj.lianjia.com/chengjiao/101100803690.html
195,樱花园三区2室1厅99平米,2016.12.31链家成交,顺义,李桥,樱花园三区,2000年建板楼,282,28485,99,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101101002043.html
196,北三环中路43号院2室1厅54.3平米,2016.12.31链家成交,海淀,马甸,北三环中路43号院,1992年建板楼,413,76059,54.3,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100958166.html
197,冶金大院2室1厅52平米,2016.12.31链家成交,海淀,皂君庙,冶金大院,1986年建板楼,436,83846,52,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100696041.html
198,龙锦苑东一区3室2厅124.32平米,2016.12.31链家成交,昌平,霍营,龙锦苑东一区,2007年建板楼,404.8,32561,124.32,3室2厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101101000073.html
199,大方居2室1厅90.47平米,2016.12.31链家成交,通州,九棵树(家乐福),大方居,2008年建板塔结合,305,33713,90.47,2室1厅,平层,东,http://bj.lianjia.com/chengjiao/101101008152.html
200,江南山水2室2厅99.84平米,2016.12.31链家成交,朝阳,十八里店,江南山水,2011年建板楼,500,50080,99.84,2室2厅,平层,南北,http://bj.lianjia.com/chengjiao/101100976651.html
201,冶金大院2室1厅61.9平米,2016.12.31链家成交,海淀,皂君庙,冶金大院,1988年建板塔结合,550,88853,61.9,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101101006522.html
202,雪芳园1室0厅37.05平米,2016.12.31链家成交,海淀,田村,雪芳园,,15,4049,37.05,1室0厅,暂无数据,北,http://bj.lianjia.com/chengjiao/101101010798.html
203,望京西园三区2室2厅102.51平米,2016.12.31链家成交,朝阳,望京,望京西园三区,2000年建塔楼,713,69554,102.51,2室2厅,平层,东南,http://bj.lianjia.com/chengjiao/101100749571.html
204,林肯公园1室1厅52.54平米,2016.12.31链家成交,亦庄开发区,亦庄,林肯公园,2009年建塔楼,210,39970,52.54,1室1厅,平层,北,http://bj.lianjia.com/chengjiao/101100964256.html
205,瑞明路6号院3室2厅127.37平米,2016.12.31链家成交,昌平,西关环岛,瑞明路6号院,,290,22768,127.37,3室2厅,平层,南北,http://bj.lianjia.com/chengjiao/101100968870.html
206,雪梨澳乡E区4室3厅295平米,2016.12.31链家成交,海淀,清河,雪梨澳乡E区,2005年建,1795,60847,295,4室3厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101100755811.html
207,万科星园3室1厅148平米,2016.12.31链家成交,朝阳,北苑,万科星园,2003年建塔楼,1076,72703,148,3室1厅,平层,西南北,http://bj.lianjia.com/chengjiao/101100792688.html
208,万寿路1号院2室1厅61平米,2016.12.31链家成交,海淀,万寿路,万寿路1号院,1986年建板楼,469,76885,61,2室1厅,暂无数据,南北,http://bj.lianjia.com/chengjiao/101101021260.html
209,岭南路26号院3室1厅71.4平米,2016.12.31链家成交,海淀,定慧寺,岭南路26号院,1982年建板楼,820,114846,71.4,3室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100928677.html
210,新明胡同2室1厅60.8平米,2016.12.31链家成交,西城,马甸,新明胡同,1990年建塔楼,720,118421,60.8,2室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100765935.html
211,中粮祥云国际生活区2室1厅71平米,2016.12.31链家成交,顺义,后沙峪,中粮祥云国际生活区,2013年建板楼,445,62676,71,2室1厅,平层,南,http://bj.lianjia.com/chengjiao/101100986024.html
212,长阳半岛2号院2室1厅87.65平米,2016.12.31链家成交,房山,长阳,长阳半岛2号院,2011年建板塔结合,356,40616,87.65,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100976608.html
213,凯德品元3室2厅179.4平米,2016.12.31链家成交,朝阳,马甸,凯德品元,2009年建塔楼,1545,86120,179.4,3室2厅,暂无数据,东南,http://bj.lianjia.com/chengjiao/101100706044.html
214,南太平庄北巷2室1厅63.88平米,2016.12.31链家成交,朝阳,高碑店,南太平庄北巷,2000年建板楼,218,34126,63.88,2室1厅,平层,东西,http://bj.lianjia.com/chengjiao/101100921620.html
215,澳林春天二期2室2厅104.05平米,2016.12.31链家成交,朝阳,奥林匹克公园,澳林春天二期,2000年建塔楼,793,76213,104.05,2室2厅,平层,东南,http://bj.lianjia.com/chengjiao/101101011669.html
216,红狮家园2室1厅89平米,2016.12.31链家成交,丰台,宋家庄,红狮家园,2010年建塔楼,513,57640,89,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100942804.html
217,珠江逸景2室1厅98.04平米,2016.12.31链家成交,通州,马驹桥,珠江逸景,2009年建板楼,261,26622,98.04,2室1厅,平层,东,http://bj.lianjia.com/chengjiao/101100778595.html
218,荣丰20081室0厅29.68平米,2016.12.31链家成交,西城,广安门,荣丰2008,2004年建塔楼,302,101752,29.68,1室0厅,暂无数据,东南,http://bj.lianjia.com/chengjiao/101100648716.html
219,润西山苑3室1厅128.08平米,2016.12.31链家成交,门头沟,冯村,润西山苑,2012年建板楼,610,47626,128.08,3室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100749031.html
220,新里.西斯莱公馆3室1厅89.4平米,2016.12.31链家成交,大兴,黄村北,新里.西斯莱公馆,2010年建板楼,522.6,58456,89.4,3室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100946527.html
221,重聚园1室1厅62.63平米,2016.12.31链家成交,石景山,鲁谷,重聚园,2003年建塔楼,328,52371,62.63,1室1厅,暂无数据,西南,http://bj.lianjia.com/chengjiao/101100974162.html
222,南湖东园二区1室1厅54.14平米,2016.12.31链家成交,朝阳,望京,南湖东园二区,1998年建塔楼,375,69265,54.14,1室1厅,暂无数据,东,http://bj.lianjia.com/chengjiao/101100944665.html
223,铁东小区3室1厅105.9平米,2016.12.31链家成交,海淀,军博,铁东小区,1996年建板塔结合,855,80737,105.9,3室1厅,暂无数据,东南,http://bj.lianjia.com/chengjiao/101100963395.html
224,大有北里小区4室2厅155平米,2016.12.31链家成交,海淀,马连洼,大有北里小区,1997年建板楼,1240,80000,155,4室2厅,平层,南北,http://bj.lianjia.com/chengjiao/101100887958.html
225,新华联家园南区2室1厅68.18平米,2016.12.31链家成交,通州,果园,新华联家园南区,2002年建板楼,423,62042,68.18,2室1厅,平层,南北,http://bj.lianjia.com/chengjiao/101100671636.html
226,珠江罗马嘉园西区3室2厅162.35平米,2016.12.31链家成交,朝阳,朝青,珠江罗马嘉园西区,2004年建板塔结合,1050,64675,162.35,3室2厅,暂无数据,南,http://bj.lianjia.com/chengjiao/101100924037.html
