序号,名称,挂牌时间,小区,区县,街区,街道,环路,总价,单价,面积,年代,户型,楼型,朝向,装修,URL
1370,松榆西里2室1厅380万,2017-01-10,松榆西里,朝阳,潘家园,, 三至四环,380,66867,56.83,1993年建/板楼,2室1厅,高楼层/共6层,南北,平层/精装,http://bj.lianjia.com/ershoufang/101101061616.html
1371,紫南家园2室1厅550万,2017-01-10,紫南家园,朝阳,欢乐谷,, 四至五环,550,59926,91.78,2002年建/板楼,2室1厅,中楼层/共9层,南北,简装,http://bj.lianjia.com/ershoufang/101101061584.html
1372,今日家园3室1厅960万,2017-01-10,今日家园,海淀,五棵松,, 三至四环,960,76361,125.72,2000年建/塔楼,3室1厅,低楼层/共24层,西南,精装,http://bj.lianjia.com/ershoufang/101101061575.html
1373,五道口两居室全东向上学就隔条马路,2017-01-10,王庄路27号院,海淀,五道口,, 四至五环,550,90164,61,1992年建/板楼,2室1厅,中楼层/共6层,东,平层/其他,http://bj.lianjia.com/ershoufang/101101061569.html
1374,小黄庄一区+南北通透+满五年公房,2017-01-10,小黄庄一区,东城,安贞,, 二至三环,620,105067,59.01,1994年建/板楼,2室1厅,高楼层/共6层,南,简装,http://bj.lianjia.com/ershoufang/101101061568.html
1375,远洋德邑2室1厅580万,2017-01-10,远洋德邑,东城,广渠门,, 二至三环,580,96909,59.85,2002年建/板塔结合,2室1厅,低楼层/共13层,北,其他,http://bj.lianjia.com/ershoufang/101101061567.html
1376,沙河镇南一村2室1厅225万,2017-01-10,沙河镇南一村,昌平,沙河,, 五至六环,225,35217,63.89,未知年建/板楼,2室1厅,高楼层/共6层,南北,简装,http://bj.lianjia.com/ershoufang/101101061563.html
1377,华馨园3室2厅450万,2017-01-10,华馨园,通州,通州其它,, 五至六环,450,30640,146.87,2001年建/板楼,3室2厅,高楼层/共6层,南北,简装,http://bj.lianjia.com/ershoufang/101101061561.html
1378,后现代城3室1厅1000万,2017-01-10,后现代城,朝阳,大望路,, 三至四环,1000,77713,128.68,2007年建/塔楼,3室1厅,高楼层/共28层,西南,平层/精装,http://bj.lianjia.com/ershoufang/101101061521.html
1379,芍药居甲2号院1室1厅380万,2017-01-10,芍药居甲2号院,朝阳,芍药居,, 三至四环,380,85241,44.58,1991年建/板楼,1室1厅,高楼层/共6层,东,平层/简装,http://bj.lianjia.com/ershoufang/101101061520.html
1380,德胜凯旋1室0厅350万,2017-01-10,德胜凯旋,西城,六铺炕,, 二至三环,350,56819,61.6,2007年建/塔楼,1室0厅,中楼层/共18层,南,精装,http://bj.lianjia.com/ershoufang/101101061506.html
1381,西南三居室下楼就是北口5号线看房方便,2017-01-10,惠新西街小区,朝阳,惠新西街,, 四至五环,532,74930,71,1986年建/塔楼,3室1厅,中楼层/共18层,西南,简装,http://bj.lianjia.com/ershoufang/101101061491.html
1382,东亚望京中心1室1厅300万,2017-01-10,东亚望京中心,朝阳,望京,, 四至五环,300,49391,60.74,2008年建/塔楼,1室1厅,低楼层/共34层,东北,平层/简装,http://bj.lianjia.com/ershoufang/101101061485.html
1383,紫南家园4室2厅830万,2017-01-10,紫南家园,朝阳,欢乐谷,, 四至五环,830,50094,165.69,2002年建/板楼,4室2厅,中楼层/共11层,南北,毛坯,http://bj.lianjia.com/ershoufang/101101061475.html
1384,中国房子1室1厅530万,2017-01-10,中国房子,海淀,田村,, 四至五环,530,74617,71.03,2004年建/板楼,1室1厅,高楼层/共9层,南,平层/其他,http://bj.lianjia.com/ershoufang/101101061472.html
1385,新龙城南北通透两居室两个卫生间诚心出售,2017-01-10,新龙城,昌平,龙泽,, 五至六环,510,49966,102.07,2007年建/板塔结合,2室1厅,中楼层/共20层,南北,平层/简装,http://bj.lianjia.com/ershoufang/101101061448.html
1386,志强北园2室1厅499万,2017-01-10,志强北园,海淀,小西天,, 二至三环,499,79713,62.6,1994年建/板楼,2室1厅,高楼层/共6层,南北,平层/精装,http://bj.lianjia.com/ershoufang/101101061447.html
1387,地铁7号线户型方正房屋保养好交通便利,2017-01-10,后现代城,朝阳,大望路,, 三至四环,380,75427,50.38,2003年建/板塔结合,1室0厅,高楼层/共18层,北,精装,http://bj.lianjia.com/ershoufang/101101061441.html
1388,松榆东里2室1厅400万,2017-01-10,松榆东里,朝阳,北工大,, 三至四环,400,66007,60.6,1993年建/板楼,2室1厅,高楼层/共6层,西南,简装,http://bj.lianjia.com/ershoufang/101101061434.html
1389,方南家园一期正规三居室5号线10号线亦庄线,2017-01-10,方南家园一期,丰台,刘家窑,, 三至四环,460,48108,95.62,2000年建/塔楼,3室1厅,低楼层/共24层,西北,平层/简装,http://bj.lianjia.com/ershoufang/101101061419.html
1390,格局方正，采光好，喜欢就来看看吧,2017-01-10,西井小区一区,石景山,苹果园,, 五至六环,420,52064,80.67,1984年建/板楼,4室1厅,中楼层/共6层,东西,平层/简装,http://bj.lianjia.com/ershoufang/101101061414.html
1391,熙旺中心1室0厅105万,2017-01-10,熙旺中心,门头沟,滨河西区,, 六环外,105,22684,46.29,2010年建/塔楼,1室0厅,中楼层/共26层,南,平层/其他,http://bj.lianjia.com/ershoufang/101101061404.html
1392,此房可注册办公，高楼层，采光好，视野棒。,2017-01-10,合生麒麟社,朝阳,望京,, 四至五环,362,51744,69.96,2010年建/塔楼,1室0厅,高楼层/共29层,南,精装,http://bj.lianjia.com/ershoufang/101101061397.html
1393,华业东方玫瑰复式四居室随时看,2017-01-10,华业东方玫瑰,通州,临河里,, 五至六环,950,62279,152.54,2012年建/塔楼,4室2厅,高楼层/共27层,东南北,跃层/毛坯,http://bj.lianjia.com/ershoufang/101101061381.html
1394,东西通透精装修，满两年成本价公房，业主诚心出售,2017-01-10,双龙南里,朝阳,华威桥,, 三至四环,370,60716,60.94,1994年建/板楼,2室1厅,高楼层/共6层,东西,平层/其他,http://bj.lianjia.com/ershoufang/101101061379.html
1395,地铁10号线太阳宫，新纪家园精装三居！,2017-01-10,新纪家园,朝阳,太阳宫,, 三至四环,1000,78217,127.85,2002年建/塔楼,3室2厅,中楼层/共28层,西北,平层/精装,http://bj.lianjia.com/ershoufang/101101061370.html
1396,崇文门东大街把边三居室，诚心出售。,2017-01-10,前门东大街,东城,崇文门,, 二环内,690,109299,63.13,1979年建/塔楼,3室1厅,中楼层/共13层,西北,精装,http://bj.lianjia.com/ershoufang/101101061363.html
1397,龙熙顺景独栋别墅占地1.3亩2300万,2017-01-10,龙熙顺景,大兴,大兴其它,, 六环外,2300,33237,692,未知年建,5室4厅,共2层,东南西北,毛坯,http://bj.lianjia.com/ershoufang/101101061354.html
1398,翠微东里3室1厅950万,2017-01-10,翠微东里,海淀,公主坟,, 三至四环,950,124021,76.6,1992年建/板楼,3室1厅,低楼层/共6层,南北,简装,http://bj.lianjia.com/ershoufang/101101061350.html
1399,润泽悦溪东南向全明格局满五年只有契税,2017-01-10,润泽悦溪,朝阳,北苑,, 五至六环,710,78384,90.58,2010年建/塔楼,2室1厅,低楼层/共11层,东南,平层/简装,http://bj.lianjia.com/ershoufang/101101061332.html
1400,永定路70号院南向两居室商品房带电梯地铁房,2017-01-10,永定路70号院,海淀,五棵松,, 四至五环,482,81009,59.5,1992年建/塔楼,2室1厅,中楼层/共17层,南,平层/精装,http://bj.lianjia.com/ershoufang/101101061325.html
1401,国家电网公司97年公房东西通透格局好,2017-01-10,月坛南街19号院,西城,月坛,, 二至三环,1050,104374,100.6,1992年建/板塔结合,3室1厅,中楼层/共13层,东西,简装,http://bj.lianjia.com/ershoufang/101101061324.html
1402,御路园2室2厅375万,2017-01-10,御路园,昌平,西关环岛,, 六环外,375,38744,96.79,2001年建/板楼,2室2厅,中楼层/共7层,南北,简装,http://bj.lianjia.com/ershoufang/101101061317.html
1403,八里庄北里小区2室1厅350万,2017-01-10,八里庄北里小区,朝阳,石佛营,, 四至五环,350,66288,52.8,1992年建/板楼,2室1厅,高楼层/共6层,南北,简装,http://bj.lianjia.com/ershoufang/101101061311.html
1404,兴海家园星苑3室1厅500万,2017-01-10,兴海家园星苑,大兴,西红门,, 四至五环,500,45579,109.7,2004年建/板楼,3室1厅,中楼层/共6层,南北,精装,http://bj.lianjia.com/ershoufang/101101061308.html
1405,悠乐汇商住两用可注册带露台高层景观看soho,2017-01-10,悠乐汇,朝阳,望京,, 四至五环,230,54284,42.37,2006年建/塔楼,1室0厅,高楼层/共29层,东北,平层/精装,http://bj.lianjia.com/ershoufang/101101061290.html
1406,合生世界花园2室1厅378万,2017-01-10,合生世界花园,通州,马驹桥,, 六环外,378,37114,101.85,2013年建/板楼,2室1厅,中楼层/共11层,南北,精装,http://bj.lianjia.com/ershoufang/101101061279.html
1407,重兴嘉园2室1厅500万,2017-01-10,重兴嘉园,石景山,鲁谷,, 四至五环,500,55457,90.16,2005年建/塔楼,2室1厅,中楼层/共22层,东南,简装,http://bj.lianjia.com/ershoufang/101101061276.html
1408,加华印象街3室1厅658万,2017-01-10,加华印象街,通州,武夷花园,, 五至六环,658,57253,114.93,2005年建/板楼,3室1厅,中楼层/共11层,南北,平层/精装,http://bj.lianjia.com/ershoufang/101101061259.html
1409,润千秋满五年南北朝向双明卫带电梯,2017-01-10,润千秋佳苑,海淀,西北旺,, 五至六环,1050,82057,127.96,2005年建/板楼,3室2厅,中楼层/共6层,南北,其他,http://bj.lianjia.com/ershoufang/101101061251.html
1410,华馨公寓1室0厅320万,2017-01-10,华馨公寓,朝阳,亚运村,, 四至五环,320,80788,39.61,1999年建/板楼,1室0厅,高楼层/共6层,西,平层/其他,http://bj.lianjia.com/ershoufang/101101061240.html
1411,富力又一城南北两居业主诚意出售,2017-01-10,富力又一城B区,朝阳,豆各庄,, 五至六环,530,58242,91,2008年建/板楼,2室1厅,高楼层/共18层,南北,平层/精装,http://bj.lianjia.com/ershoufang/101101061232.html
1412,鸿坤理想城礼域府1室1厅400万,2017-01-10,鸿坤理想城礼域府,大兴,西红门,, 四至五环,400,60214,66.43,2012年建/板塔结合,1室1厅,中楼层/共21层,西南,平层/精装,http://bj.lianjia.com/ershoufang/101101061231.html
1413,兴海家园南北通透一居室中间楼层,2017-01-10,兴海家园月苑,大兴,西红门,, 四至五环,300,48988,61.24,2006年建/板楼,1室1厅,中楼层/共6层,南,简装,http://bj.lianjia.com/ershoufang/101101061215.html
1414,正规两居户型方正无浪费空间,2017-01-10,中兴和园,燕郊,燕郊城区,, ,275,30065,91.47,2011年建/板塔结合,2室1厅,低楼层/共18层,南,简装,http://bj.lianjia.com/ershoufang/101101061211.html
1415,保利金泉2室1厅780万,2017-01-10,保利金泉,朝阳,亚运村,, 四至五环,780,79156,98.54,2008年建/塔楼,2室1厅,低楼层/共30层,东,平层/精装,http://bj.lianjia.com/ershoufang/101101061204.html
1416,马家堡玺萌公馆精装修原始四居室,2017-01-10,玺萌公馆,丰台,草桥,, 三至四环,1230,84910,144.86,2008年建/板楼,4室2厅,低楼层/共6层,南北,平层/精装,http://bj.lianjia.com/ershoufang/101101061196.html
1417,15年换房精装户型三面采光距离龙泽城铁800米,2017-01-10,龙华园,昌平,龙泽,, 五至六环,430,43039,99.91,1996年建/板楼,3室1厅,高楼层/共6层,南西北,平层/精装,http://bj.lianjia.com/ershoufang/101101061195.html
1418,东三区电梯三居西南向商品房,2017-01-10,天通苑东三区,昌平,天通苑,, 五至六环,530,33575,157.86,2003年建/塔楼,3室1厅,低楼层/共19层,西南,平层/精装,http://bj.lianjia.com/ershoufang/101101061181.html
1419,去年豪华装修一梯一户南北通透四居眼镜房诚心出售,2017-01-10,中燕小区,燕郊,燕郊城区,, ,368,22169,166,2000年建/板楼,4室2厅,中楼层/共6层,南北,平层/精装,http://bj.lianjia.com/ershoufang/101101061164.html
1420,鸭子桥北里2室1厅450万,2017-01-10,鸭子桥北里,西城,天宁寺,, 二至三环,450,92612,48.59,1981年建/板楼,2室1厅,中楼层/共5层,东西,其他,http://bj.lianjia.com/ershoufang/101101061138.html
1421,重聚园3室2厅800万,2017-01-10,重聚园,石景山,鲁谷,, 四至五环,800,59260,135,2007年建/板塔结合,3室2厅,低楼层/共16层,南北,精装,http://bj.lianjia.com/ershoufang/101101061130.html
1422,右外东庄2室1厅385万,2017-01-10,右外东庄,丰台,北京南站,, 二环内,385,64060,60.1,1992年建/板楼,2室1厅,高楼层/共6层,南北,其他,http://bj.lianjia.com/ershoufang/101101061121.html
1423,400米双线地铁南向一居低总价车位足,2017-01-10,惠新南里5号院,朝阳,惠新西街,, 三至四环,340,82806,41.06,1987年建/板楼,1室1厅,低楼层/共6层,南,简装,http://bj.lianjia.com/ershoufang/101101061109.html
1424,中海城紫鑫阁1室1厅320万,2017-01-10,中海城紫鑫阁,朝阳,成寿寺,, 三至四环,320,54946,58.24,2011年建/塔楼,1室1厅,高楼层/共20层,南,简装,http://bj.lianjia.com/ershoufang/101101061103.html
1425,北苑家园绣菊园3室1厅790万,2017-01-10,北苑家园绣菊园,朝阳,北苑,, 五至六环,790,51476,153.47,2001年建/板楼,3室1厅,中楼层/共14层,南北,平层/简装,http://bj.lianjia.com/ershoufang/101101061061.html
1426,大三居轻松改四居满五年看房方便嘉铭陈经纶,2017-01-10,嘉铭桐城C区,朝阳,亚运村小营,, ,1200,81049,148.06,2003年建/塔楼,3室2厅,低楼层/共29层,东南北,平层/精装,http://bj.lianjia.com/ershoufang/101101061038.html
1427,燕顺路上上城三季精装两居，单价2万4千5，看房方便！,2017-01-10,福城上上城三季,燕郊,燕郊城区,, ,240,24560,97.72,2010年建/板塔结合,2室1厅,低楼层/共17层,东,跃层/其他,http://bj.lianjia.com/ershoufang/101101061026.html
1428,此房南北通透，没有遮挡采光充足交通便利,2017-01-10,石韵浩庭,朝阳,大望路,, 三至四环,960,71573,134.13,2004年建/板楼,3室2厅,低楼层/共15层,南北,简装,http://bj.lianjia.com/ershoufang/101101061013.html
1429,华腾北塘商务中心2室1厅440万,2017-01-10,华腾北塘商务中心,朝阳,劲松,, 三至四环,440,45041,97.69,2003年建/塔楼,2室1厅,高楼层/共27层,南,简装,http://bj.lianjia.com/ershoufang/101101061011.html
1430,苇子坑1号院+三居室+445万,2017-01-10,苇子坑1号院,丰台,成寿寺,, 三至四环,445,59035,75.38,1992年建/板楼,3室1厅,高楼层/共6层,东北,简装,http://bj.lianjia.com/ershoufang/101101061005.html
1431,华威西里精装两室一厅低楼层带电梯,2017-01-10,华威西里,朝阳,潘家园,, 二至三环,450,66382,67.79,1997年建/塔楼,2室1厅,低楼层/共18层,西南,精装,http://bj.lianjia.com/ershoufang/101101060989.html
1432,大成国际1室1厅480万,2017-01-10,大成国际,朝阳,百子湾,, 四至五环,480,75000,64,2007年建/板塔结合,1室1厅,中楼层/共11层,东,复式/精装,http://bj.lianjia.com/ershoufang/101101060972.html
1433,钻河公馆2室1厅460万,2017-01-10,钻河公馆,海淀,西直门,, 二至三环,460,49240,93.42,2009年建/板塔结合,2室1厅,高楼层/共14层,西南,精装,http://bj.lianjia.com/ershoufang/101101060971.html
1434,石园北区2室1厅330万,2017-01-10,石园北区,顺义,顺义城,, 六环外,330,36618,90.12,2001年建/板楼,2室1厅,高楼层/共6层,西北,简装,http://bj.lianjia.com/ershoufang/101101060960.html
1435,东关北里小区2室1厅260万,2017-01-10,东关北里小区,昌平,东关,, 六环外,260,42051,61.83,1993年建/板楼,2室1厅,中楼层/共6层,南北,简装,http://bj.lianjia.com/ershoufang/101101060952.html
1436,茶贸国际中心1室0厅140万,2017-01-10,茶贸国际中心,西城,马连道,, 二至三环,140,40912,34.22,2006年建/板塔结合,1室0厅,高楼层/共12层,北,平层/简装,http://bj.lianjia.com/ershoufang/101101060932.html
1437,城子西街1号院南北通透户型好,2017-01-10,城子西街1号院,门头沟,城子,, ,285,33816,84.28,2004年建/板楼,2室1厅,高楼层/共6层,南北,平层/精装,http://bj.lianjia.com/ershoufang/101101060918.html
1438,满庭芳园2室1厅400万,2017-01-10,满庭芳园,海淀,双榆树,, 二至三环,400,49882,80.19,1999年建/塔楼,2室1厅,低楼层/共24层,东,简装,http://bj.lianjia.com/ershoufang/101101060915.html
1439,东区国际东向两居室，业主诚意出售，产权清晰。,2017-01-10,东区国际,朝阳,红庙,, 三至四环,850,65617,129.54,2005年建/塔楼,2室1厅,中楼层/共32层,东,精装,http://bj.lianjia.com/ershoufang/101101060896.html
1440,西坝河东里2室1厅430万,2017-01-10,西坝河东里,朝阳,西坝河,, 二至三环,430,76800,55.99,1986年建/板楼,2室1厅,中楼层/共6层,东西,其他,http://bj.lianjia.com/ershoufang/101101060876.html
1441,西坝河东里2室1厅430万,2017-01-10,西坝河东里,朝阳,西坝河,, 二至三环,430,76800,55.99,1986年建/板楼,2室1厅,中楼层/共6层,东西,其他,http://bj.lianjia.com/ershoufang/101101060876.html
1442,板楼把边南北通透两居满五年随时签约,2017-01-10,北苑家园望春园,朝阳,北苑,, 五至六环,680,64401,105.59,2008年建/板楼,2室1厅,中楼层/共14层,南北,平层/精装,http://bj.lianjia.com/ershoufang/101101060868.html
